"address","GreenLeader_Observed","GreenLeader_Predictions","lng","lat"
"Pera Budmanija 19, Dubrovnik 20000 Croatia",NA,0,18.1039327,42.6449382
"Pere Frances, 27 - 29, 07800, Ibiza Town, Ibiza Spain",0,1,1.4308606,38.9128101
"Pere Matutes Noguera, 53, 07817 Playa d'en Bossa, Ibiza Spain",0,0,1.4182492,38.9004837
"Perikleous 68, Rhodes Town 851 00 Greece",0,0,28.2297027,36.4408935
"Perissa 10, Perissa 84703 Greece",0,0,25.4670526,36.3479285
"Perissa 847 03 Greece",0,0,25.4748823,36.3571187
"Perissa 84700 Greece",0,0,25.4748823,36.3571187
"Perissa 84703 Greece",0,0,25.4748823,36.3571187
"Perissa Beach, Perissa 84703 Greece",0,0,25.4736829,36.3537182
"Perissa Main Road PO Box 58, Perissa 847 03 Greece",0,0,25.465054,36.353019
"Perissa Main Road, Perissa 847 03 Greece",0,0,25.4681117,36.3538971
"Perissa, Thera Perissa, Imerovigli 84700 Greece",0,0,25.4228074,36.4327707
"Perivoj Josipa Vrbanica 8, Karlovac 47000 Croatia",NA,0,15.561678,45.4887792
"Perivolos 847 03 Greece",0,0,25.4647198,36.3453574
"Perivolos Beach, Kamari 84700 Greece",0,0,25.4590061,36.3472136
"Perivolos Beach, Perivolos 84703 Greece",1,0,25.4647198,36.3453574
"Perkuno 61, Kaunas 3000 Lithuania",NA,0,23.93923,54.8930371
"Pernera Avenue 22, Paralimni 5312 Cyprus",NA,0,34.031524,35.031314
"Pernerova 653/16A Karlin, Prague 186 00 Czech Republic",NA,0,14.4507706,50.090121
"Perth Road, Dunblane FK15 0HG Scotland",0,1,-3.9577836,56.1921183
"Pertisau 47a, Pertisau, Eben am Achensee 6213 Austria",0,0,11.6954018,47.4406198
"Perunova 1259/16, Prague Czech Republic",NA,0,14.4539607,50.0771011
"Perushtitsa St 17A, Plovdiv 4000 Bulgaria",NA,0,24.7186106,42.1407501
"Petalon 1, Vrsar 52450 Croatia",NA,0,13.6197911,45.137804
"Petalon 5, Vrsar 52450 Croatia",NA,0,13.5987014,45.1406021
"Petar Beron Street 4, Samokov 2000 Bulgaria",NA,0,23.5527975,42.3369976
"Peter-Buchner-Strasse 2, Kaprun 5710 Austria",0,0,12.7636883,47.2729127
"Peter-Buchner-Strasse 4, Kaprun 5710 Austria",0,0,12.7637802,47.2724369
"Peter-Buchner-Strasse 653, Kaprun 5710 Austria",0,0,12.7642225,47.2707273
"Peterfia utca 49, Debrecen 4026 Hungary",NA,0,21.625991,47.5377966
"Petersgraben 23, Basel 4051 Switzerland",0,0,7.5849035,47.5597066
"Peterstr. 1, 52062 Aachen, North Rhine-Westphalia Germany",1,1,6.0881675,50.7755465
"Petilovrijenci 1, Dubrovnik 20000 Croatia",NA,0,18.1091656,42.6414453
"Petilovrijenci 7, Dubrovnik 20000 Croatia",NA,0,18.1093442,42.6418558
"Petinaros, Mykonos Town 846 00 Greece",0,0,25.335546,37.444367
"Petko Stainov Str 9, Kazanlak 6100 Bulgaria",NA,0,25.3910182,42.6176989
"Petkovshkovo nabrezhje 27a, Ljubljana 1000 Slovenia",NA,0,14.5090264,46.052175
"Petkovshkovo nabrezhje 41, Ljubljana 1000 Slovenia",NA,0,14.5115681,46.0521929
"Petofi Sandor sugarut 4, Szeged 6722 Hungary",NA,0,20.143825,46.249757
"Petofi Sandor sugarut 47, Szeged 6725 Hungary",NA,0,20.1375788,46.2470295
"Petofi Sandor u. 2-4, Budapest 1052 Hungary",NA,0,19.0550309,47.4934129
"Petofi Sandor utca 6., Budapest 1052 Hungary",NA,0,19.0539222,47.49341
"Petofi Sandor utca 9, Heviz 8380 Hungary",NA,0,17.188193,46.7892099
"Petofi setany 4, Siofok 8600 Hungary",NA,0,18.0514679,46.9105676
"Petofi setany 7, Siofok 8600 Hungary",NA,0,18.0524539,46.911036
"Petofi setany 8, Siofok 8600 Hungary",NA,0,18.0546051,46.9112119
"Petra 81109 Greece",0,0,26.175283,39.3277944
"Petra Greece",0,0,26.175283,39.3277944
"Petra Hektorovica, Hvar, Hvar Island 21450 Croatia",NA,0,16.4426039,43.1726601
"Petra Kreshimira IV 9, Dubrovnik 20000 Croatia",NA,0,18.1122139,42.6432944
"Petra Svachica 18, Dubrovnik 20000 Croatia",NA,0,18.0710596,42.6572566
"Petra Svachica 33, Dubrovnik 20000 Croatia",NA,0,18.0702592,42.6573998
"Petra Velikeho 583/16, Karlovy Vary 360 01 Czech Republic",NA,0,12.8765933,50.2246017
"Petraki Giallourou 10 Agioi Omologites, Nicosia 1077 Cyprus",NA,0,33.3706046,35.1580449
"Petridamm 7, 18146, Rostock, Mecklenburg-West Pomerania Germany",0,0,12.1628171,54.0922687
"Petrinjska Ulica 71, Zagreb 10000 Croatia",NA,1,15.9806146,45.8071764
"Petrinjska Ulica 77, Zagreb 10000 Croatia",NA,0,15.9804699,45.8067412
"Petrska 1161/24, Prague 110 00 Czech Republic",NA,0,14.4357393,50.0917159
"Petrska 31, Prague 110 00 Czech Republic",NA,0,14.435661,50.091867
"Pfaffendorfer Str. 4-10, 04105, Leipzig, Saxony Germany",0,0,12.3717564,51.3454921
"Pfalzdorfer Str. 2, 47574 Goch, North Rhine-Westphalia Germany",0,0,6.1616709,51.6804538
"Pfingstweidstrasse 100, Zurich 8005 Switzerland",1,1,8.510325,47.3907269
"Pforzheimer Str. 67a, 76275, Ettlingen, Baden-Wurttemberg Germany",0,0,8.4175162,48.9394711
"Pg de la Marina, 116, 08860 Castelldefels Spain",0,0,1.9792457,41.2679445
"Philharmonikerstrasse 4, Vienna 1010 Austria",0,1,16.369759,48.2040139
"Phoenix Way, Windermere LA23 1DB England",0,1,-2.9091155,54.379952
"Piac Utca 11-15, Debrecen 4025 Hungary",NA,0,21.6239944,47.5307227
"Piale Pashia Street 158, Larnaca 6028 Cyprus",NA,0,33.6373754,34.9150311
"Piarista utca 4, Budapest 1052 Hungary",NA,0,19.0520582,47.4932521
"Piata 14 Decembrie 1989 No. 2, Iasi 700123 Romania",NA,0,27.5812304,47.1651561
"Piata Hermann Oberth 4, Sighisoara 545400 Romania",NA,0,24.7936465,46.2188369
"Piata Libertatii no.2, Satu Mare 440014 Romania",NA,0,22.8758589,47.793327
"Piata Lucaciu Vasile nr. 42, Satu Mare 440038 Romania",NA,0,22.8833816,47.7954649
"Piata Mica No. 16, Sibiu 550182 Romania",NA,0,24.1516116,45.7977764
"Piata Mocsonyi nr.8, Timisoara 300170 Romania",NA,0,21.2086793,45.7488716
"Piata Montreal 10 Sect. 1, Bucharest 011469 Romania",NA,1,26.0691287,44.4758948
"Piata Muntenia No.3, Pitesti 110063 Romania",NA,0,24.8733322,44.856343
"Piata Romana, Caderea Bastiliei St.,Nr 35, District 1, Bucharest 010613 Romania",NA,0,26.0966197,44.4472584
"Piata Sfatului 19, Brasov 500025 Romania",NA,0,25.5877891,45.6420027
"Piata Sfatului 21 - 22, Brasov 500025 Romania",NA,0,25.5877602,45.6421673
"Piata Sfatului nr. 5, Brasov 500031 Romania",NA,0,25.5896711,45.6426363
"Piata Sfatului nr. 6, Brasov 500031 Romania",NA,0,25.5899557,45.6427062
"Piaza de Bufaure 13, 38036, San Giovanni di Fassa Italy",0,0,11.697253,46.4282899
"Piazza Adriana 5, 00193 Rome Italy",0,0,12.4679969,41.9048344
"Piazza Alcide De Gasperi 18, 94015 Piazza Armerina, Sicily Italy",0,0,14.3700418,37.3828885
"Piazza Alcide De' Gasperi 3, 30021, Caorle Italy",0,0,12.8771582,45.5953804
"Piazza Antica Reggia 16 Angolo via Osservatorio-via Alfredo De Luca, 80077, Ischia, Isola d'Ischia Italy",0,0,13.943077,40.742469
"Piazza Bagni 4, 80074 Casamicciola Terme, Isola d'Ischia Italy",0,1,13.908333,40.7433481
"Piazza Barberini 2 (angolo Via Sistina), 00187 Rome Italy",0,0,12.4879974,41.9036405
"Piazza Bovio, 22, 80121, Naples Italy",0,0,14.2480217,40.8365193
"Piazza Bra 22, 37121, Verona Italy",0,0,10.9922941,45.4390351
"Piazza Caduti 4, 25088, Toscolano-Maderno Italy",0,0,10.6162707,45.6450688
"Piazza Calandrini 13, 19038, Sarzana Italy",0,0,9.9622945,44.1125781
"Piazza Camillo Benso Conte di Cavour 1, 22100, Como Italy",0,1,9.0814854,45.8126755
"Piazza Camillo Benso Conte di Cavour 19, 22100, Como Italy",0,0,9.0802533,45.8129168
"Piazza Camillo Benso Conte di Cavour 24, 22100, Como Italy",0,0,9.0813157,45.8135106
"Piazza Carmignani 12, 55015, Montecarlo Italy",1,0,10.66757,43.8516
"Piazza Carmine 13, 96011, Augusta, Sicily Italy",0,0,15.2220659,37.2311891
"Piazza Cassa di Risparmio n. 17, 90133, Palermo, Sicily Italy",0,0,13.3643653,38.1164804
"Piazza Cavour 3, 00193 Rome Italy",0,0,12.4686092,41.9046644
"Piazza Cesare Battisti 11, 38033, Cavalese Italy",0,0,11.4590481,46.2919315
"Piazza Ciardi 3, 59100, Prato Italy",0,0,11.0969688,43.8853701
"Piazza Cola di Rienzo 69, 00192 Rome Italy",0,0,12.4673215,41.9087537
"Piazza Colonna 14, 50037, Scarperia e San Piero Italy",0,0,11.3242239,43.964446
"Piazza Concei 3 Valle di Ledro, 38067 Bezzecca Italy",0,0,10.7165648,45.8964864
"Piazza Dante Alighieri 2, 47021, Bagno di Romagna Italy",0,0,11.9580882,43.832898
"Piazza Dei Donati 4 Via del Corso, 50122, Florence Italy",0,0,11.2576724,43.7715735
"Piazza Dei Giuochi 1, 50122, Florence Italy",0,0,11.2573007,43.7711038
"Piazza Dei Jumeaux 1, 11021 Breuil-Cervinia, Valtournenche Italy",0,0,7.6292894,45.9372861
"Piazza Dei Re Ugentini Torre San Giovanni, 73059, Ugento Italy",0,0,18.1144023,39.8873445
"Piazza Dell'Annunziata 9 Centro Storico Stampace, 09123, Cagliari, Sardinia Italy",0,0,9.1056931,39.2218972
"Piazza Duomo 4, 15011, Acqui Terme Italy",0,0,8.4704699,44.6743443
"Piazza Duomo 7, 84011, Amalfi Italy",0,0,14.6024907,40.6340076
"Piazza Europa 6, 29014 Castell'Arquato Italy",0,0,9.8697247,44.8526784
"Piazza Felice Cavallotti 8, 46100, Mantua Italy",0,0,10.7896571,45.1577974
"Piazza Fonte Diana, 97013, Comiso, Sicily Italy",0,0,14.6050157,36.945893
"Piazza Francesco Morosini N. 12, 00136 Rome Italy",0,0,12.446538,41.90911
"Piazza Francesco Saverio Gargiulo 2, 80067, Sorrento Italy",0,1,14.3730311,40.6274344
"Piazza Frutaz 1, 11020, Torgnon Italy",0,0,7.5686348,45.8036504
"Piazza G. Marconi 11, 24122 Bergamo Italy",0,1,9.6738036,45.6910025
"Piazza G. Mazzini 12, 00062, Bracciano Italy",0,0,12.1768457,42.1042543
"Piazza Garibaldi 60, 80143, Naples Italy",0,0,14.2702791,40.8531962
"Piazza Garibaldi, 06080 Santa Maria degli Angeli, Assisi Italy",0,0,12.576022,43.0575863
"Piazza Gerold 3, 39020 Parcines Italy",0,0,11.058976,46.6691886
"Piazza Giacomo Matteotti 14, 87100 Cosenza Italy",0,0,16.2566238,39.294369
"Piazza Giacomo Matteotti 36 Di Fronte Alla Stazione Ferroviaria, 28845 Domodossola Italy",0,0,8.2957242,46.1148902
"Piazza Giacomo Matteotti 7, 55041 Lido Di Camaiore, Camaiore Italy",0,0,10.2264022,43.8935971
"Piazza Giannino Ancilotto 4, 31100, Treviso Italy",0,0,12.2464783,45.6663861
"Piazza Gioacchino Rossini 14, 18100, Imperia Italy",0,1,8.040249,43.890257
"Piazza Gioberti 64, 58100, Grosseto Italy",0,0,11.1126867,42.7599438
"Piazza Giovanni Pellerano 16, 54100 Marina di Massa, Massa Italy",0,0,10.1014145,44.0079945
"Piazza Giuseppe Garibaldi 26 scale C 1° floor, 80142, Naples Italy",0,0,14.2676973,40.853078
"Piazza Giuseppe Garibaldi 32, 80142, Naples Italy",0,1,14.2684386,40.8530522
"Piazza Giuseppe Garibaldi n. 3, 80142, Naples Italy",0,0,14.2680187,40.8513414
"Piazza Giuseppe Mazzini 1, 22021 Bellagio Italy",0,1,9.2606041,45.9865781
"Piazza Giuseppe Mazzini 10, 18013 Diano Marina Italy",0,0,8.0787553,43.909198
"Piazza Giuseppe Mazzini 8/10, 22021 Bellagio Italy",0,0,9.2608539,45.9869891
"Piazza Giuseppe Micheli 16-18, 57123, Livorno Italy",0,0,10.3048569,43.5492607
"Piazza Guglielmo Oberdan 12, 20129 Milan Italy",0,1,9.2059124,45.4747649
"Piazza Iacopo Bordoni 2 Via Morandini, 52014, Poppi Italy",0,0,11.7670629,43.7222085
"Piazza Indipendenza 5 Angolo Via Carducci, 53042 Chianciano Terme Italy",0,0,11.8241976,43.0372429
"Piazza Italia 9, 38046, Lavarone Italy",0,0,11.2509951,45.9407976
"Piazza John Fitzgerald Kennedy 1, 32022, Alleghe Italy",0,0,12.0204223,46.4063255
"Piazza Le C Battisti 22, 47900, Rimini Italy",0,0,12.5715334,44.0643868
"Piazza Luigi Vanvitelli 12, 81100, Caserta Italy",0,0,14.3326894,41.0758537
"Piazza Magliavaca, 23030 Santa Caterina, Valfurva Italy",0,0,10.4955556,46.4122222
"Piazza Malvezzi 20 Centro storico, 25015, Desenzano Del Garda Italy",0,0,10.5394972,45.4708232
"Piazza Marina 12, 30016, Jesolo Italy",0,0,12.6065,45.491374
"Piazza Marina Petrolo 7, 91014, Castellammare del Golfo, Sicily Italy",0,0,12.8832771,38.0281467
"Piazza Marinella 28, 91010, San Vito lo Capo, Sicily Italy",0,0,12.737034,38.1748235
"Piazza Medaglie d'Oro 21, 13100 Vercelli Italy",0,0,8.4177617,45.3144693
"Piazza Medusa 3, 92010, Sicily Italy",0,0,12.6009849,35.5005268
"Piazza Navona 49, 00186 Rome Italy",0,0,12.4728576,41.9000819
"Piazza Nazario Sauro, 73010, Porto Cesareo Italy",0,0,17.8918442,40.256574
"Piazza Nolana 13, 80100, Naples Italy",0,0,14.2687339,40.8509816
"Piazza Odigitria 3, 95024, Acireale, Sicily Italy",0,0,15.1645936,37.6109463
"Piazza Oliva Besenzoni 1, 24067 Sarnico Italy",0,0,9.9580848,45.6658134
"Piazza Paolo Capasso 50, 80051, Agerola Italy",0,0,14.5399395,40.6299918
"Piazza Paolotti Generale 2, 13045 Gattinara Italy",0,0,8.3716667,45.6177778
"Piazza Pilastri 12 Via Giulio Cesare, 80125, Naples Italy",0,0,14.19896,40.82493
"Piazza Pittori fratelli Ghedina 1, 63670251 Cortina d'Ampezzo Italy",0,0,12.1349718,46.5397566
"Piazza Primo Maggio 2, 47841 Cattolica Italy",0,0,12.7399555,43.9671772
"Piazza Regina Margherita 13/a, 07026, Olbia, Sardinia Italy",0,0,9.500332,40.9233287
"Piazza Renzo Degli Innocenti 3, 59100, Prato Italy",0,0,11.0441379,43.8849463
"Piazza Risorgimento 1, 84013 Cava De' Tirreni Italy",0,0,14.6925404,40.6827198
"Piazza Roma 23, 35036 Montegrotto Terme Italy",0,1,11.7832312,45.3303952
"Piazza Rossetti 6F, 12051, Alba Italy",0,0,8.037414,44.701035
"Piazza Ruggero Settimo 15, 90139, Palermo, Sicily Italy",0,0,13.3558991,38.1253501
"Piazza Saint Bon 15, 19122, La Spezia Italy",0,1,9.8164603,44.1095693
"Piazza San Francesco 1, 01015 Sutri Italy",0,0,12.2245189,42.2425696
"Piazza San Lorenzo 16, 16123, Genoa Italy",0,0,8.9305987,44.4081531
"Piazza San Lorenzo in Lucina 35, 00187 Rome Italy",0,0,12.4783082,41.9037128
"Piazza San Matteo 16, 16123, Genoa Italy",0,0,8.9329615,44.4084842
"Piazza Sant'Anastasia 4, 37121, Verona Italy",0,1,10.9996046,45.4448458
"Piazza Sant'Omobono 16, 56126, Pisa Italy",0,0,10.4018009,43.717561
"Piazza Santa Maria Snc, 89866, Ricadi Italy",0,0,15.8492384,38.6116395
"Piazza Santa Marina Salina 7, 98050, Santa Marina Salina, Sicily Italy",0,0,14.8720994,38.5594503
"Piazza Santa Restituta 1, 80076 Lacco Ameno, Isola d'Ischia Italy",0,1,13.8851376,40.753614
"Piazza Stazione 2, 26900, Lodi Italy",0,0,9.4981613,45.3094471
"Piazza Stesicoro 56, 95131 Catania, Sicily Italy",0,0,15.0869122,37.5071138
"Piazza Tasso, 34, 80067, Sorrento Italy",0,0,14.3759634,40.628404
"Piazza Terzo Reggimento Alpini 24, 10050 Sauze d'Oulx Italy",0,0,6.8597804,45.0267818
"Piazza Trento 4, 30016, Jesolo Italy",0,0,12.6145563,45.4962633
"Piazza Trento E Trieste 7, 31033, Castelfranco Veneto Italy",0,0,11.9278616,45.6715718
"Piazza Turi Ferro 39, 95131 Catania, Sicily Italy",0,0,15.0884854,37.506316
"Piazza Umberto Primo 7/A, 25080, Tignale Italy",0,0,10.5126167,45.5402804
"Piazza Unita' d'Italia 2/bis, 54027, Pontremoli Italy",0,0,9.8815979,44.3712904
"Piazza Unita' d'Italia 48, 33085 Maniago Italy",0,0,12.71143,46.1708785
"Piazza Vittorio Alfieri 5, 14100, Asti Italy",0,0,8.2072112,44.9007174
"Piazza Vittorio Emanuele II 4, 25087, Salo Italy",0,0,10.5220243,45.6072845
"Piazza Vittorio Veneto 2, 10036 Settimo Torinese Italy",0,0,7.7706538,45.1365015
"Piazza XX Settembre 2/3, 04020 Ventotene Italy",0,0,13.432042,40.795922
"Piazza del Monte 2, 42121, Reggio Emilia Italy",0,1,10.631238,44.6985018
"Piazza del Risorgimento 55, 00192 Rome Italy",0,0,12.4583117,41.9056754
"Piazza del Risorgimento 59, 00192 Rome Italy",0,0,12.4581114,41.905684
"Piazza della Cancelleria 62 Zona Piazza Navona, 00186 Rome Italy",0,0,12.4724131,41.896801
"Piazza della Liberta' 3, 09043, Muravera, Sardinia Italy",0,0,9.5755996,39.4209266
"Piazza della Mostra 25, 38122, Trento Italy",0,0,11.125714,46.0715573
"Piazza della Raibetta 2/28, 16123, Genoa Italy",0,0,8.9288554,44.408523
"Piazza della Repubblica 1, 34122, Trieste Italy",0,0,13.7741472,45.6504111
"Piazza della Repubblica 13, 20124 Milan Italy",0,0,9.1961858,45.4793455
"Piazza della Repubblica 20, 20124 Milan Italy",1,1,9.1993747,45.478541
"Piazza della Santissima Annunziata 14, 50122, Florence Italy",0,0,11.2603716,43.7761089
"Piazza della Signoria 7, 50122, Florence Italy",0,0,11.2564088,43.7699919
"Piazza della Signoria 8 Corner with Via dei Magazzini, 50122, Florence Italy",0,0,11.2556422,43.7696855
"Piazza della Stazione 2, 56125, Pisa Italy",1,1,10.3991436,43.7090392
"Piazza delle Vele Viale della Montecatini, 62017 Porto Recanati Italy",0,0,13.6586755,43.4421314
"Piazza di Montevecchio 4, 00186 Rome Italy",0,0,12.47055,41.8998944
"Piazza di San Calisto 6 Trastevere, 00153 Rome Italy",0,0,12.4707118,41.8890617
"Piazza di San Pantaleo 3, 00186 Rome Italy",0,0,12.4725544,41.8971497
"Piazza di Santa Maria Novella 7, 50123, Florence Italy",0,0,11.2497446,43.7729626
"Piazza la Corte 1 via Corradino di Svevia 14, 76123, Andria Italy",0,0,13.3401516,38.1146576
"Piazzale Europa 1, 25056 Ponte di Legno Italy",0,0,10.509051,46.2580975
"Piazzale Gabriele d'Annunzio 43, 33100 Udine Italy",0,0,13.2438824,46.0574118
"Piazzale Galileo 5, 50125, Florence Italy",0,1,11.2514493,43.7558568
"Piazzale Generale Giardino 14, 36061 Bassano Del Grappa Italy",0,0,11.7384752,45.769287
"Piazzale Giuseppe Mazzini 18, 17025 Loano Italy",0,0,8.2563595,44.1236588
"Piazzale Magellano 22, 00122 Lido di Ostia Italy",0,0,12.29089,41.7251
"Piazzale Papa Giovanni XXIII, 19121, La Spezia Italy",0,0,9.8263983,44.1090529
"Piazzale Roma 3, 47838 Riccione Italy",0,1,12.6618391,44.0030564
"Piazzale Roma 9/10, 01027, Montefiascone Italy",0,0,12.0340056,42.5399894
"Piazzale San Martino 1, 47838 Riccione Italy",0,0,12.6708891,43.9973953
"Piazzale Stazione SNC, 85025 Melfi Italy",0,0,15.6479467,40.9892917
"Piazzale Torino 1, 48015 Milano Marittima, Cervia Italy",0,0,12.34858,44.2826739
"Piazzale della Liberta' 9, 60125, Ancona Italy",0,0,13.5160505,43.609261
"Piazzale della Stazione 10, 33013 Gemona del Friuli Italy",0,0,13.1457376,46.2891468
"Piazzetta Francesco Bagnasco 11, 90141, Palermo, Sicily Italy",0,0,13.354944,38.123461
"Piazzetta San Marco 15, 34073, Grado Italy",0,0,13.3875062,45.6779005
"Piazzetta Sedil Capuano 247, 80139, Naples Italy",0,0,14.2608822,40.8520342
"Piccadilly Mayfair, London W1J 7BX England",0,1,-0.1471796,51.5045856
"Piccadilly Plaza Portland Street, Manchester M1 4PH England",0,1,-2.2394348,53.4806847
"Pickeplein 8, 2202 CL Noordwijk The Netherlands",1,1,4.4316619,52.2419748
"Piekna 66A, Warsaw 00-672 Poland",NA,0,21.0096557,52.2229613
"Piele Road 4 Galway Crescent, Haydock WA11 0GR England",0,0,-2.6651297,53.4723979
"Pieter Cornelisz Hooftstraat 2, 1071 BX Amsterdam The Netherlands",0,0,4.8836566,52.3611866
"Pieter Lieftinckweg 10, 1505 HX Zaandam The Netherlands",1,1,4.8398201,52.4288731
"Pietro Nenni, s.n.c., 07024, Sardinia Italy",0,0,9.4207566,41.2204232
"Pigadia, 857 00 Greece",0,0,27.2121995,35.507574
"Pigadia, Karpathos Town (Pigadia) 857 00 Greece",0,0,27.2121995,35.507574
"Pigiale Pasa 21, Larnaca 6028 Cyprus",NA,0,33.638951,34.8943725
"Pikk 29/Lai 24, Tallinn 10133 Estonia",NA,0,24.7452045,59.4392644
"Pikk 36, Tallinn 10133 Estonia",NA,0,24.7475405,59.4398333
"Pilar Juncosa, 7, 07014 Palma de Mallorca, Majorca Spain",0,1,2.627883,39.5691662
"Pilarikova 5, Bratislava 811 03 Slovakia",NA,1,17.1037195,48.1459042
"Pilger Strasse 15 5360 St. Wolfgang, St. Wolfgang 5360 Austria",0,0,13.4445424,47.7400709
"Pilies g. 10, Vilnius 01123 Lithuania",NA,0,25.2897161,54.6838824
"Pilmour Links, St. Andrews KY16 9JQ Scotland",0,1,-2.8028213,56.3421832
"Pils Street 6, Sigulda 2150 Latvia",NA,0,24.8524047,57.1553747
"Pils street 4 b, Sigulda 2150 Latvia",NA,0,24.8531039,57.1543719
"Pilsonu Iela 7/9, Jurmala 2015 Latvia",NA,0,23.803022,56.9750242
"Pilsonu Street 18, Riga 1002 Latvia",NA,0,24.0699408,56.9319816
"Pilsonu iela 8, Jurmala 2015 Latvia",NA,0,23.8021221,56.9750629
"Pilvax koez 1 - 3, Budapest 1052 Hungary",NA,0,19.055124,47.494133
"Pilve 4, Tallinn 10122 Estonia",NA,0,24.7288412,59.4279357
"Pinzones, s/n, 07181 Palmanova, Calvia, Majorca Spain",0,1,2.5373264,39.5242182
"Piotrkowska 12, Kielce 25-510 Poland",NA,0,20.6294963,50.8733511
"Piotrkowska 120, Lodz 90-006 Poland",NA,0,19.4581244,51.7629583
"Pirin Str 92, Bansko 2770 Bulgaria",NA,0,23.4790777,41.8276256
"Pirin Street 77, Bansko 2770 Bulgaria",NA,0,23.4811419,41.8301129
"Pirin Street 96, Bansko 2770 Bulgaria",NA,1,23.4781088,41.8262524
"Pirin Street Opposite the Gondola Lift and Ski-Runs Starting at the Hotel, Bansko 2770 Bulgaria",NA,0,23.4859441,41.8385199
"Pirin str. 79, Bansko 2770 Bulgaria",NA,0,23.4810281,41.8299711
"Pirminstr. 156, 78479 Reichenau, Baden-Wurttemberg Germany",0,0,9.0625462,47.6973677
"Piscina Frezzeria Sestiere San Marco 1672, 30124 Venice Italy",0,0,12.3353537,45.4343385
"Piskopiano, Hersonissos, Crete 70014 Greece",0,0,25.3852719,35.3085648
"Piso Livadi 84400 Greece",0,0,25.2593748,37.0358673
"Pisso Livadi, Piso Livadi 844 00 Greece",0,0,25.2593748,37.0358673
"Pithagorio, Pythagorion 83103 Greece",0,0,26.9426018,37.6899431
"Pitlochry PH18 5SG Scotland",0,0,-3.8484008,56.7657033
"Pivovarska 28, Cesky Krumlov 38101 Czech Republic",NA,0,14.3198438,48.813585
"Pjazza Amphora, Xlendi, Island of Gozo XLN 1150 Malta",NA,0,14.217432,36.031265
"Pjescana Uvala X-12a, Pula 52100 Croatia",NA,0,13.850826,44.839486
"Pjescana uvala IX 26, Pula 52100 Croatia",NA,0,13.8459551,44.8381261
"Pl Paisos Catalans, Estacion Barcelona Sants, 08014 Barcelona Spain",1,1,2.1399129,41.3789985
"Pla de l'Ermita Taüll, 25528, Vall de Boi Spain",0,0,0.8487501,42.519937
"Plac Artura Zawiszy 1 Warszawa, Warsaw 02-025 Poland",NA,1,20.9890743,52.224802
"Plac Dworcowy 16 Vis-a-vis Dworca PKP w Raciborzu, Raciborz 47-400 Poland",NA,0,18.2257678,50.0903878
"Plac Kossaka 1, Krakow 31-106 Poland",NA,1,19.9282954,50.056056
"Plac Powstancow Warszawy 9, Warsaw 00-039 Poland",NA,0,21.0130609,52.2355169
"Plac Wladyslawa Andersa 3, Poznan 61-894 Poland",NA,1,16.9260055,52.4010795
"Plac Zwyciestwa 21, Goldap 19-500 Poland",NA,0,22.303772,54.307164
"Placa Atlantic 2, 17210 Calella de Palafrugell, Palafrugell Spain",0,0,3.1813785,41.8858353
"Placa Corona d'Arago s/n, 43500 Tortosa Spain",0,0,0.5132396,40.8162413
"Placa Estacio, 1, 17520 Puigcerda Spain",0,0,1.92548,42.42966
"Placa Montserrat Canals, 1, 43440 L'Espluga de Francoli Spain",0,0,1.0973894,41.3942609
"Placa Ramon Berenguer IV, 1 Inside the Train Station, 25005, Lleida Spain",0,0,0.631817,41.620347
"Placa Reial, 1, 08002 Barcelona Spain",0,0,2.1756417,41.3802032
"Placa Sant Roc, S/N Placa de Sant Roc, 25280 Solsona Spain",0,0,1.5177254,41.9959853
"Placa de Pius XII, 4, 08034 Barcelona Spain",0,1,2.1233146,41.3859793
"Placa de la Constitucio 5 Old Town, 03501 Benidorm Spain",0,0,-0.1307226,38.5353659
"Placa de la Torre, 2, 17310 Lloret de Mar Spain",0,0,2.847417,41.6988152
"Place Alphonse Bosch 33, Wavre 1300 Belgium",0,0,4.6110175,50.713402
"Place Anneessens 25, Brussels 1000 Belgium",0,0,4.3446195,50.8439416
"Place Belombra, 20260, Calvi, Corsica France",0,0,8.7573857,42.568976
"Place Centrale, 06660 Auron, Saint-Etienne-de-Tinee France",0,0,6.9320107,44.2245764
"Place Charles de Gaulle, 52000 Chaumont France",0,0,5.1468573,48.0734999
"Place Foch, 76790 Etretat France",0,0,0.2041345,49.7078735
"Place Gambetta Hauts de France, 62170, Montreuil-sur-Mer France",0,1,1.7633787,50.464393
"Place Pierre Loti, 64310 Ascain France",0,0,-1.6209638,43.3449948
"Place Saint-Arnould 1 6830 Bouillon, Bouillon 6830 Belgium",0,0,5.0704694,49.7944664
"Place Saint-Gery 29-32, Brussels 1000 Belgium",0,0,4.347948,50.8479624
"Place Saint-Pierre 2, Tournai 7500 Belgium",0,0,3.391398,50.606466
"Place Sainte Catherine, 14600, Honfleur France",0,1,0.2320724,49.4211488
"Place Saltanat, Primorski Park The Sea Garden 64 Saltanat 64, Morska Gradina, Varna 9000 Bulgaria",NA,0,27.9316062,43.207901
"Place Victor Horta 1, Brussels 1060 Belgium",1,1,4.3344772,50.8365108
"Place centrale, Verbier 1936 Switzerland",0,0,7.2291625,46.0961765
"Place de Cantorbery Tunnel Sous La Manche, 62231 Coquelles France",1,1,1.8095971,50.9378409
"Place de la Fontaine, 83630 Aiguines France",0,0,6.2432525,43.7753505
